MessageID,Sender,TimeSubmitted,MessageText,URL,Subdomain,SLD,TLD,RedirectedURL,Brand,DomainRegistrar,DomainCreationDate,DomainLastUpdateAtSubmission,DomainLastUpdate,DomainStatus,DomainActiveFor,Detected,Malicious,Malware,Phishing,Suspicious,ImageText
1418,,18/10/2023 16:29,"+66 6-4519-0528

[i.r.s 1 you will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. please
confirm your information in the
link.
https://irs.gov.direct-paying.com
(please replv'
""y"", then exit the
sms, open the sms activation
link again, or copy the link and
open it in safari browser)
the mission of the irs is to helo
american taxpayers understand
and meet their tax obligations
and to provide them with the
highest quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,0,"+66 6-4519-0528

iMessage
Today 8:05 AM

[1.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. Please
confirm your information in the
link.

https://irs.gov.direct-paying.com

(Please reply ""y"", then exit the
SMS, open the SMS activation
link again, or copy the link and
open it in Safari browser)

The mission of the IRS is to help
American taxpayers understand
and meet their tax obligations
and to provide them with the
highest quality service.
"
1419,lorrianestembridge70@hotmail.com,18/10/2023 16:43,"1 the usps package arrived at the warehouse but could not be delivered due to incomplete address information. please confirm your address in the link. https://usppsn.top (please reply y, then exit the text message and open it again to activate the link, or copy the link and open it in your safari browser). the usps team wishes you a wonderful day!",https://usppsn.top,,usppsn,top,https://www.usps.com/,USPS,"Network Solutions, LLC",10/07/1997,,24/06/2024,Active,9885,0,0,0,0,1,"1:01 PT) |

lorrianestembridge70@hotmail.com

iMessage
Today 12:36 PM

The USPS package arrived at the
warehouse but could not be delivered

due to incomplete address information.
Please confirm your address in the link.

https://usppsn.top

(Please reply Y, then exit the text
message and open it again to activate
the link, or copy the link and open it in
your Safari browser).

The USPS team wishes you a
wonderful day!

The sender is not in your contact list.

Report Junk
"
1420,4.48E+11,18/10/2023 17:16,"+447706779490

[ i.r.s ] you will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. please confirm your information in the link.
https://irs.gov.direct-paying.com
the mission of the irs is to help american taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,0,"+447706779490

[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete
personal information. Please confirm your information in the link.
https://irs.gov.direct-paying.com

The mission of the IRS is to help American taxpayers understand and meet their tax obligations
and to provide them with the highest quality service.
"
1421,,18/10/2023 17:33,"+66 90-331-2707 >

[i.r.s] you will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. please
confirm your information in the
link.
https://irs.gov.direct-paying.com
(please reply ""y"", then exit the
sms, open the sms activation
link again, or copy the link and
open it in safari browser)
the mission of the irs is to help
american taxpayers understand
and meet their tax obligations
and to provide them with the
highest quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,0,"8:55 4 atl

+66 900-331-2707

[1.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. Please
confirm your information in the
link.

https://irs.gov.direct-paying.com

(Please reply ""y"", then exit the
SMS, open the SMS activation
link again, or copy the link and
open it in Safari browser)

The mission of the IRS is to help
American taxpayers understand
and meet their tax obligations
and to provide them with the
highest quality service.

Report Junk
"
1422,,18/10/2023 17:36,"confidence: 76%

026 -

< < o
+66 84-221-5004

[1.lr.s] you will

receive a tax refund of

$573.00, but cannot

process it due to

incomplete personal

information. please

confirm your

information in the link.
https://irs.gov.direct-paying.com

(please reply ""y"", then

exit the sms, open the

sms activation link

again, or copy the link

and open it in safari

browser)

the mission of the irs
(o] +) o
p oup0tb =",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,0,"+66 84-221-5004

[LR.S ] You will
receive a tax refund of
$573.00, but cannot
process it due to
incomplete personal
information. Please
confirm your
information in the link.

https://irs.gov.direct-

(Please reply ""y"", then
exit the SMS, open the
SMS activation link
again, or copy the link
and open it in Safari
browser)

The mission of the IRS

a ®
* eeoeces
"
1423,,18/10/2023 17:41,"+66 96-267-6874>

[i.r.s 1 you will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. please
confirm your information in the
link.
https://irs.gov.direct-
paying.com
(please reply ""y"", then exit the
sms, open the sms activation
link again, or copy the link and
open it in safari browser)
the mission of the irs is to
help american taxpayers
understand and meet their tax
obligations and to provide
them with the highest quality
service.",https://irs.gov.direct,irs,gov,direct,https://irs.gov.direct/,IRS,"NameCheap, Inc.",28/11/2023,,01/02/2024,Inactive,66,0,0,0,0,0,"10:42 a

+66 96-267-6874

[1.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. Please
confirm your information in the
link.

https://irs.gov.direct-
paying.com

(Please reply ""y"", then exit the
SMS, open the SMS activation
link again, or copy the link and
open it in Safari browser)

The mission of the IRS is to
help American taxpayers
understand and meet their tax
obligations and to provide
them with the highest quality
service.

Report Junk

”)
i

e
"
1424,,18/10/2023 17:45,"+66 82-974-0245 >

[i.r.s] you will receive a tax refund
of $573.00, but cannot process it due
to incomplete personal information.
please confirm your information in the
link.
https://irs.gov.direct-paying.com
(please reply ""y"", then exit the sms,
open the sms activation link again, or
copy the link and open it in safari
browser)
the mission of the irs is to help
american taxpayers understand and
meet their tax obligations and to
provide them with the highest quality
service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,0,"07:59 |

+66 82-974-0245

iMessage
Today 07:55

[ 1.R.S ] You will receive a tax refund
of $573.00, but cannot process it due
to incomplete personal information.
Please confirm your information in the
link.

https://irs.gov.direct-paying.com

(Please reply ""y"", then exit the SMS,
open the SMS activation link again, or
copy the link and open it in Safari
browser)

The mission of the IRS is to help
American taxpayers understand and
meet their tax obligations and to
provide them with the highest quality
service.

Delivered
"
1425,,18/10/2023 17:48,"+66 82-019-6210

[ i.r.s ] you will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. please confirm your information in the link.  
                                                                        https://irs.gov.direct-paying.com 
                                                                         (please reply ""y"", then exit the sms, open the sms activation link again, or copy the link and open it in safari browser)   
                                                                       the mission of the irs is to help american taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,,16/10/2023,Inactive,1,8,2,0,6,0,"+66 82-019-6210.

[ I.R.S ] You will receive a tax refund of $573.00, but
cannot process it due to incomplete personal information.
Please confirm your information in the link.

(Please reply ""y"", then exit the SMS, open the SMS
activation link again, or copy the link and open it in
Safari browser)

The mission of the IRS is to help American taxpayers
understand and meet their tax obligations and to provide
them with the highest quality service.
"
1426,,18/10/2023 17:52,"+66 96-812-1980 >

[i.r.s] you will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. please
confirm your information in the
link.
https://irs.gov.direct-paying.com
(please reply ""y"", then exit the
sms, open the sms activation
link again, or copy the link and
open it in safari browser)
the mission of the irs is to help
american taxpavers understand
and meet their tax obligations
and to provide them with the
highest quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,0,"7:43

<@ s

+66 96-812-1980

iMessage
Today 7:21AM

[ 1.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. Please
confirm your information in the
link.

https://irs.gov.direct-paying.com

(Please reply ""y"", then exit the
SMS, open the SMS activation
link again, or copy the link and
open it in Safari browser)

The mission of the IRS is to help
American taxpayers understand
and meet their tax obligations
and to provide them with the
highest quality service.

ot 5GE@ )

CX

Delivered

"
1427,+52 729 125 5948,18/10/2023 17:59,note reward will return to sender if you fail to collect it in ashland: hqwr.link/77taj8f,hqwr.link/77Taj8F,,hqwr,link,http://hqwr.link/77Taj8F,,NAMECHEAP,14/10/2023,,19/10/2023,Inactive,6,10,3,1,6,1,"6:57 :

1) Q

+52 729 125 5948

Text Message
Yesterday 10:36 PM

Note - Your
Reward will return to sender if
you fail to collect it in
Ashland: hqwr.link/77Taj8E

*)

The sender is not in your contact list.

Report Junk
"
1428,yykhipbt37ebif@icloud.com,18/10/2023 18:10,"https://irs.gov.tax-helping.com (please reply ""y"", then exit the sms, open the sms activation link again, or copy the link and open it in safari browser) the mission of the irs is to help american taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",https://irs.gov.tax-helping.com,irs.gov,tax-helping,com,https://irs.gov.tax-helping.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,15/10/2023,10/09/2023,05/11/2023,Inactive,22,10,4,0,6,0,"<p

yykhipbt37ebif@icloud.com

[I.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. Please
confirm your information in
the link.

https://irs.gov.tax-
helping.com

(Please reply ""y"", then exit the
SMS, open the SMS
activation link again, or copy
the link and open it in Safari
browser)

The mission of the IRS is to
help American taxpayers
understand and meet their tax
obligations and to provide
them with the highest quality
service.
"
1429,,18/10/2023 18:14,"+66 84-976-1260

[i.r.s1 you will receive a tax
refund of $573.00. but cannot
process it due to incomplete
personal information. please
confirm your information in the
link.
https://irs.gov.direct-paying.com
(please replv
""y""
then exit the
sms, open the sms activation
link again, or copy the link and
open it in safari browser)
the mission of the irs is to help
american taxpavers understand
and meet their tax obligations
and to provide them with the
highest quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,0,"+66 84-976-1260 >

iMessage
Today 11:29 AM

[1.R.S ] You will receive a tax
refund of $573.00, but cannot
process it due to incomplete
personal information. Please
confirm your information in the
link.

https://irs.gov.direct-paying.com

(Please reply ""y"", then exit the
SMS, open the SMS activation
link again, or copy the link and
open it in Safari browser)

The mission of the IRS is to help
American taxpayers understand
and meet their tax obligations
and to provide them with the
highest quality service.
"
1430,,18/10/2023 18:37,"+66 84-976-7093>

[i.r.s 1 you will receive a tax refund
of $573.00, but cannot process it
due to incomplete personal
information. please confirm your
information in the link.
https://irs.gov.direct-paying.com
(please reply ""y"" then exit the
sms, open the sms activation link
again, or copy the link and open it
in safari browser)
the mission of the irs is to help
american taxpayers understand
and meet their tax obligations and
to provide them with the highest
quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,0,"9:24 oo) LTE GY

eT
+66 84-976-7093

iMessage
Today 9:23 AM

[1.R.S ] You will receive a tax refund
of $573.00, but cannot process it
due to incomplete personal
information. Please confirm your
information in the link.

https://irs.gov.direct-paying.com

(Please reply ""y"", then exit the
SMS, open the SMS activation link
again, or copy the link and open it
in Safari browser)

The mission of the IRS is to help
American taxpayers understand
and meet their tax obligations and
to provide them with the highest
quality service.

The sender is not in your contact list

Report Junk

* O@O04 OC
"
1431,,18/10/2023 19:48,"+66 96-128-6910

[ i.r.s ] you will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. please confirm your information in the link.  
                                                                        https://irs.gov.direct-paying.com
 
                                                                        (please reply ""y"", then exit the sms, open the sms activation link again, or copy the link and open it in safari browser) 
                                                                         the mission of the irs is to help american taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",https://irs.gov.direct-paying.com,irs.gov,direct-paying,com,https://irs.gov.direct-paying.com/,IRS,ALIBABA.COM SINGAPORE E-COMMERCE PRIVATE LIMITED,16/10/2023,16/10/2023,16/10/2023,Inactive,1,8,2,0,6,0,"+66 96-128-6910

[ I.R.S ] You will receive a tax refund of $573.00, but
cannot process it due to incomplete personal information.
Please confirm your information in the link.

https://irs.gov.direct-paying.com

(Please reply ""y"", then exit the SMS, open the SMS
activation link again, or copy the link and open it in
Safari browser)

The mission of the IRS is to help American taxpayers
understand and meet their tax obligations and to provide
them with the highest quality service.
"
